TPropertyName	TPropertyValue	TThumbPath	TLabel	TCategory	TCategory2	TPath	TParentDir	TTags	TDescription	TParameter	TComment
starlight_academy_uniform	starlight_academy_uniform		スターライト学園制服	衣服や装飾品	制服						rgba(230, 84, 128, .4)
tokisadame_school_uniform	tokisadame_school_uniform		時定高校制服	衣服や装飾品	制服						rgba(230, 84, 128, .4)
tokiwadai_school_uniform	tokiwadai_school_uniform		常盤台中学校制服	衣服や装飾品	制服						rgba(230, 84, 128, .4)
tomoeda_elementary_school_uniform	tomoeda_elementary_school_uniform		友枝小学校制服	衣服や装飾品	制服						rgba(230, 84, 128, .4)
tsab_ground_military_uniform	tsab_ground_military_uniform		時空管理局軍服	衣服や装飾品	制服						rgba(230, 84, 128, .4)
u.a._school_uniform	u.a._school_uniform		雄英高校制服	衣服や装飾品	制服						rgba(230, 84, 128, .4)
uranohoshi_school_uniform	uranohoshi_school_uniform		浦の星女学院制服	衣服や装飾品	制服						rgba(230, 84, 128, .4)
yasogami_school_uniform	yasogami_school_uniform		八十神高校制服	衣服や装飾品	制服						rgba(230, 84, 128, .4)
mismatched_bikini	mismatched_bikini		色違いビキニ	衣服や装飾品	制服						rgba(230, 84, 128, .4)
multicolored_bikini	multicolored_bikini		多色ビキニ	衣服や装飾品	制服						rgba(230, 84, 128, .4)
blouse	blouse		ブラウス	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
white_shirt	white_shirt		白シャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
collared_shirt	collared_shirt		襟付きシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
dress_shirt	dress_shirt		ドレスシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
sailor_shirt	sailor_shirt		セーラーシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
cropped_shirt	cropped_shirt		クロップトップ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
t-shirt	t-shirt		Tシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
casual T-shirts	casual T-shirts		カジュアルTシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
short sleeve T-shirts	short sleeve T-shirts		半袖Tシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
off-shoulder_shirt	off-shoulder_shirt		オフショルダーシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
shrug_(clothing)	shrug_(clothing)		肩をすくめる（衣類）	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
cardigan	cardigan		カーディガン	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
criss-cross_halter	criss-cross_halter		クリスクロスハルター	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
frilled_shirt	frilled_shirt		フリルシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
sweatshirt	sweatshirt		スウェットシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
hawaiian_shirt	hawaiian_shirt		ハワイアンシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
hoodie	hoodie		フーディー	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
Impossible shirt	Impossible shirt		フィットしすぎるシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
kappougi	kappougi		(料理時に着る)かっぽう着	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
plaid_shirt	plaid_shirt		チェック柄シャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
polo_shirt	polo_shirt		ポロシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
print_shirt	print_shirt		プリントシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
shirt	shirt		シャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
sleeveless_hoodie	sleeveless_hoodie		ノースリーブフーディー	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
sleeveless_shirt	sleeveless_shirt		ノースリーブシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
striped_shirt	striped_shirt		ストライプシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
tank_top	tank_top		タンクトップ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
vest	vest		ベスト	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
waistcoat	waistcoat		ウェストコート	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
camisole	camisole		キャミソール	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
tied_shirt	tied_shirt		結び付けられたシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
undershirt	undershirt		アンダーシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
crop_top	crop_top		クロップトップ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
highleg	highleg		ハイレグの衣類	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
clothing_cutout	clothing_cutout		衣類のカットアウト	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
back_cutout	back_cutout		バックカットアウト	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
cleavage_cutout	cleavage_cutout		胸元のカットアウト	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
navel_cutout	navel_cutout		へそ出しカットアウト	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
midriff	midriff		腹出しのトップス	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
heart_cutout	heart_cutout		ハート型のカットアウト	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
torn_clothes	torn_clothes		破れた衣服	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
torn_shirt	torn_shirt		破れたシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
undressing	undressing		着替え中	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
clothes_down	clothes_down		衣服を下げる	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
shirt_lift	shirt_lift		シャツをたくし上げる	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
shirt_pull	shirt_pull		シャツを引っ張る	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
shirt_tucked_in	shirt_tucked_in		シャツをズボンに入れる	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
clothes_tug	clothes_tug		衣服を引っ張る	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
shirt_tug	shirt_tug		シャツを引っ張る	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
untucked_shirt	untucked_shirt		シャツを出す	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
lifted_by_self	lifted_by_self		自分で服を上げる	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
untied	untied		自分で服を上げる	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
open_clothes	open_clothes		開いた服	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
unbuttoned shirt	unbuttoned shirt		ボタンを外したシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
button_gap	button_gap		ボタン間の隙間（ボタンを外していない）	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
partially_unbuttoned	partially_unbuttoned		部分的にボタンを外した	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
partially_unzipped	partially_unzipped		上部分のジッパーを少し開けた	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
clothes_removed	clothes_removed		脱いだ衣服	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
shirt_removed	shirt_removed		シャツを脱いだ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
wardrobe_error	wardrobe_error		衣服のズレ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
undersized_clothes	undersized_clothes		サイズが小さすぎる衣服	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
tight	tight		きつくなった衣服	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
wedgie	wedgie		ウェッジ（股間部分の衣服が食い込むこと）	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
wardrobe_malfunction	wardrobe_malfunction		衣服のトラブル（破れるなど）	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
taut_shirt	taut_shirt		張り詰めたシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
taut_clothes	taut_clothes		張り詰めた衣服	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
underbust	underbust		下胸囲に食い込む	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
oversized_clothes	oversized_clothes		大きすぎる衣服	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
oversized_shirt	oversized_shirt		大きすぎるシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
borrowed_garments	borrowed_garments		彼氏の服	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
strap_slip	strap_slip		ストラップが滑落（露出の原因）	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
wet_shirt	wet_shirt		濡れたシャツ	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
clothes_theft	clothes_theft		衣服の盗難	衣服や装飾品	上着物						rgba(230, 84, 128, .4)
blazer	blazer		ブレザー（ジャケット）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
overcoat	overcoat		オーバーコート（大衣）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
double-breasted	double-breasted		ダブルブレスト（二重ボタン）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
long_coat	long_coat		ロングコート	衣服や装飾品	コート						rgba(230, 84, 128, .4)
haori	haori		羽織（広衣）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
winter_coat	winter_coat		冬用コート	衣服や装飾品	コート						rgba(230, 84, 128, .4)
hooded_coat	hooded_coat		フード付きコート	衣服や装飾品	コート						rgba(230, 84, 128, .4)
fur_coat	fur_coat		毛皮コート	衣服や装飾品	コート						rgba(230, 84, 128, .4)
fur-trimmed_coat	fur-trimmed_coat		毛皮飾りコート	衣服や装飾品	コート						rgba(230, 84, 128, .4)
duffel_coat	duffel_coat		ダッフルコート	衣服や装飾品	コート						rgba(230, 84, 128, .4)
fishnet_top	fishnet_top		フィッシュネットトップ	衣服や装飾品	コート						rgba(230, 84, 128, .4)
parka	parka		パーカー（フード付きジャケット）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
jacket	jacket		ジャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
jacket_partially_removed	jacket_partially_removed		ジャケット部分的に取り外された	衣服や装飾品	コート						rgba(230, 84, 128, .4)
jacket_removed	jacket_removed		ジャケットが取り外された	衣服や装飾品	コート						rgba(230, 84, 128, .4)
open_jacket	open_jacket		オープンジャケット（スプレッドレッグスと一緒に）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
cropped_jacket	cropped_jacket		クロップドジャケット（短めのジャケット）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
track_jacket	track_jacket		トラックジャケット（スポーツジャケット）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
hooded_track_jacket	hooded_track_jacket		フード付きトラックジャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
military_jacket	military_jacket		ミリタリージャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
camouflage_jacket	camouflage_jacket		迷彩ジャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
leather_jacket	leather_jacket		レザージャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
letterman_jacket	letterman_jacket		レターマンジャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
bomber_jacket	bomber_jacket		ボンバージャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
denim_jacket	denim_jacket		デニムジャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
loating_jacket	loating_jacket		ロートングジャケット（カジュアルジャケット）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
fur-trimmed_jacket	fur-trimmed_jacket		毛皮飾りジャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
two-tone_jacket	two-tone_jacket		2トーンジャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
trench_coat	trench_coat		トレンチコート	衣服や装飾品	コート						rgba(230, 84, 128, .4)
furisode	furisode		振袖（着物の一部）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
windbreaker	windbreaker		ウインドブレーカー	衣服や装飾品	コート						rgba(230, 84, 128, .4)
raincoat	raincoat		レインコート	衣服や装飾品	コート						rgba(230, 84, 128, .4)
hagoromo	hagoromo		羽衣（はごろも）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
tunic	tunic		チュニック（束腰の上着）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
cape	cape		ケープ（肩掛け）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
capelet	capelet		ケープレット（小さなケープ）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
winter_clothes	winter_clothes		冬服	衣服や装飾品	コート						rgba(230, 84, 128, .4)
sweater	sweater		セーター	衣服や装飾品	コート						rgba(230, 84, 128, .4)
pullover_sweaters	pullover_sweaters		プルオーバーセーター	衣服や装飾品	コート						rgba(230, 84, 128, .4)
ribbed_sweater	ribbed_sweater		リブ編みセーター	衣服や装飾品	コート						rgba(230, 84, 128, .4)
sweater_vest	sweater_vest		セーターベスト	衣服や装飾品	コート						rgba(230, 84, 128, .4)
backless_sweater	backless_sweater		バックレスセーター	衣服や装飾品	コート						rgba(230, 84, 128, .4)
aran_sweater	aran_sweater		アランセーター（アイルランドセーター）	衣服や装飾品	コート						rgba(230, 84, 128, .4)
beige_sweater	beige_sweater		ベージュセーター	衣服や装飾品	コート						rgba(230, 84, 128, .4)
brown_sweater	brown_sweater		ブラウンセーター	衣服や装飾品	コート						rgba(230, 84, 128, .4)
hooded_sweater	hooded_sweater		フード付きセーター	衣服や装飾品	コート						rgba(230, 84, 128, .4)
off-shoulder_sweater	off-shoulder_sweater		オフショルダーセーター	衣服や装飾品	コート						rgba(230, 84, 128, .4)
striped_sweater	striped_sweater		ストライプセーター	衣服や装飾品	コート						rgba(230, 84, 128, .4)
virgin_killer_sweater	virgin_killer_sweater		バージンキラーセーター	衣服や装飾品	コート						rgba(230, 84, 128, .4)
down_jacket	down_jacket		ダウンジャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
puffer_jacket	puffer_jacket		パファージャケット	衣服や装飾品	コート						rgba(230, 84, 128, .4)
transparent	transparent		透明な	衣服や装飾品	その他						rgba(230, 84, 128, .4)
burnt_clothes	burnt_clothes		焼けた服	衣服や装飾品	その他						rgba(230, 84, 128, .4)
dissolving_clothes	dissolving_clothes		溶けた服	衣服や装飾品	その他						rgba(230, 84, 128, .4)
dirty_clothes	dirty_clothes		汚れた服	衣服や装飾品	その他						rgba(230, 84, 128, .4)
expressive_clothes	expressive_clothes		表現力豊かな服	衣服や装飾品	その他						rgba(230, 84, 128, .4)
impossible_clothes	impossible_clothes		非現実的な包み込み度のある服	衣服や装飾品	その他						rgba(230, 84, 128, .4)
living_clothes	living_clothes		生きている服	衣服や装飾品	その他						rgba(230, 84, 128, .4)
leotard_under_clothes	leotard_under_clothes		レオタードの下に着る服	衣服や装飾品	その他						rgba(230, 84, 128, .4)
multicolored_clothes	multicolored_clothes		多色の服	衣服や装飾品	その他						rgba(230, 84, 128, .4)
ofuda_on_clothes	ofuda_on_clothes		服に貼られた御札	衣服や装飾品	その他						rgba(230, 84, 128, .4)
wringing_clothes	wringing_clothes		濡れた服を絞る	衣服や装飾品	その他						rgba(230, 84, 128, .4)
clothesline	clothesline		洗濯物を干す	衣服や装飾品	その他						rgba(230, 84, 128, .4)
shiny_clothes	shiny_clothes		光沢のある服	衣服や装飾品	その他						rgba(230, 84, 128, .4)
kariginu	kariginu		狩衣（かりぎぬ）	衣服や装飾品	その他						rgba(230, 84, 128, .4)
front-tie_top	front-tie_top		前で結ぶトップス	衣服や装飾品	その他						rgba(230, 84, 128, .4)
jacket_on_shoulders	jacket_on_shoulders		ジャケットを肩にかける	衣服や装飾品	その他						rgba(230, 84, 128, .4)
short_jumpsuit	short_jumpsuit		ショートジャンプスーツ	衣服や装飾品	その他						rgba(230, 84, 128, .4)
harness	harness		ハーネス（背中の帯状のもの）	衣服や装飾品	その他						rgba(230, 84, 128, .4)
rigging	rigging		船装	衣服や装飾品	その他						rgba(230, 84, 128, .4)
aiguillette	aiguillette		エギュレット（肩章）	衣服や装飾品	その他						rgba(230, 84, 128, .4)
apron	apron		エプロン	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
waist_apron	waist_apron		ウエストエプロン	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
maid_apron	maid_apron		メイドエプロン	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
bow tied at the waist	bow tied at the waist		ウエストで結んだリボン	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
waist_cape	waist_cape		ウエストケープ	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
clothes_around_waist	clothes_around_waist		ウエストに巻く服	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
jacket_around_waist	jacket_around_waist		ウエストに巻いたジャケット	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
sweater_around_waist	sweater_around_waist		ウエストに巻いたセーター	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
loincloth	loincloth		腰巻き	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
bustier	bustier		ブスティエ（胸当て）	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
corset	corset		コルセット（胴締め）	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
girdle	girdle		ガードル（腰締め）	衣服や装飾品	腰部						rgba(230, 84, 128, .4)
armor	armor		アーマー（鎧）	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
bikini_armor	bikini_armor		ビキニアーマー	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
full_armor	full_armor		フルアーマー	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
plate_armor	plate_armor		プレートアーマー	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
japanese_armor	japanese_armor		日本の鎧	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
kusazuri	kusazuri		草摺（くさずり）	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
power_armor	power_armor		パワーアーマー	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
mecha	mecha		メカ	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
helmet	helmet		ヘルメット	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
kabuto	kabuto		兜（かぶと）	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
off-shoulder_armor	off-shoulder_armor		オフショルダーアーマー	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
shoulder_armor	shoulder_armor		ショルダーアーマー	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
muneate	muneate		胸当て（日本の弓道用胸甲）	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
breastplate	breastplate		胸当て	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
faulds	faulds		腹当て	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
greaves	greaves		脛当て	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
shin_guards	shin_guards		脛当て	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
armored_boots	armored_boots		アーマードブーツ	衣服や装飾品	よろい						rgba(230, 84, 128, .4)
dress	dress		ドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
microdress	microdress		ミクロドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
long_dress	long_dress		ロングドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
off-shoulder_dress	off-shoulder_dress		オフショルダードレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
strapless_dress	strapless_dress		ストラップレスドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
backless_dress	backless_dress		バックレスドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
halter_dress	halter_dress		ハルタードレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
sundress	sundress		サンドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
sleeveless_dress	sleeveless_dress		スリーブレスドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
sailor_dress	sailor_dress		セーラードレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
summer_dress	summer_dress		サマードレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
china_dress	china_dress		チャイナドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
pinafore_dress	pinafore_dress		ピナフォアドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
sweater_dress	sweater_dress		スウェータードレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
wedding_dress	wedding_dress		ウェディングドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
armored_dress	armored_dress		アーマードドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
frilled_dress	frilled_dress		フリルドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
lace-trimmed_dress	lace-trimmed_dress		レーストリムのドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
collared_dress	collared_dress		襟付きドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
fur-trimmed_dress	fur-trimmed_dress		毛皮飾りドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
layered_dress	layered_dress		レイヤードドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
pleated_dress	pleated_dress		プリーツドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
taut_dress	taut_dress		張り詰めたドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
pencil_dress	pencil_dress		ペンシルドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
impossible_dress	impossible_dress		非現実的なタイトな服	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
multicolored_dress	multicolored_dress		多色のドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
striped_dress	striped_dress		ストライプドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
checkered_skirt	checkered_skirt		チェック柄スカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
plaid_dress	plaid_dress		プレイドドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
ribbed_dress	ribbed_dress		リブ編みドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
polka_dot_dress	polka_dot_dress		ポルカドットドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
print_dress	print_dress		プリントドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
vertical-striped_dress	vertical-striped_dress		縦縞ドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
see-through_dress	see-through_dress		透明ドレス	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
skirt	skirt		スカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
microskirt	microskirt		ミクロスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
miniskirt	miniskirt		ミニスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
skirt_suit	skirt_suit		スカートスーツ	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
bikini_skirt	bikini_skirt		ビキニスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
pleated_skirt	pleated_skirt		プリーツスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
pencil_skirt	pencil_skirt		ペンシルスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
bubble_skirt	bubble_skirt		バブルスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
tutu	tutu		チュチュ（バレエスカート）	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
ballgown	ballgown		ボールガウン（舞踏会のドレス）	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
pettiskirt	pettiskirt		ペチスカート（子供用）	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
showgirl_skirt	showgirl_skirt		ショーガールスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
Medium length skirt	Medium length skirt		ミディアム丈スカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
beltskirt	beltskirt		ベルトスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
denim_skirt	denim_skirt		デニムスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
suspender_skirt	suspender_skirt		サスペンダースカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
skirt_set	skirt_set		トップスとセットのスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
long_skirt	long_skirt		ロングスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
summer_long_skirt	summer_long_skirt		夏用ロングスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
overskirt	overskirt		オーバースカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
hakama_skirt	hakama_skirt		袴スカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
high-waist_skirt	high-waist_skirt		ハイウエストスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
kimono_skirt	kimono_skirt		着物スカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
suspender_long_skirt	suspender_long_skirt		サスペンダーロングスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
chiffon_skirt	chiffon_skirt		シフォンスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
frilled_skirt	frilled_skirt		フリルスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
fur-trimmed_skirt	fur-trimmed_skirt		毛皮飾りスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
lace_skirt	lace_skirt		レーススカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
lace-trimmed_skirt	lace-trimmed_skirt		レーストリムスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
ribbon-trimmed_skirt	ribbon-trimmed_skirt		リボン飾りスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
layered_skirt	layered_skirt		レイヤードスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
print_skirt	print_skirt		プリントスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
multicolored_skirt	multicolored_skirt		多色のスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
striped_skirt	striped_skirt		ストライプスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
vertical-striped_skirt	vertical-striped_skirt		縦縞スカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
plaid_skirt	plaid_skirt		プレイドスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
flared_skirt	flared_skirt		フレアスカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
floral_skirt	floral_skirt		花柄スカート	衣服や装飾品	スカート						rgba(230, 84, 128, .4)
skirt_hold	skirt_hold		エレガントにスカートを持つ	衣服や装飾品	スカートとのインタラクション						rgba(230, 84, 128, .4)
skirt_tug	skirt_tug		スカートの裾を引っ張る	衣服や装飾品	スカートとのインタラクション						rgba(230, 84, 128, .4)
dress_tug	dress_tug		ドレスの裾を押さえる	衣服や装飾品	スカートとのインタラクション						rgba(230, 84, 128, .4)
skirt_lift	skirt_lift		スカートをめくる	衣服や装飾品	スカートとのインタラクション						rgba(230, 84, 128, .4)
skirt_around_one_leg	skirt_around_one_leg		一本の脚にスカートを掛ける	衣服や装飾品	スカートとのインタラクション						rgba(230, 84, 128, .4)
skirt_removed	skirt_removed		脱ぎ捨てられたスカート	衣服や装飾品	スカートとのインタラクション						rgba(230, 84, 128, .4)
dress_removed	dress_removed		ドレスを脱ぐ	衣服や装飾品	スカートとのインタラクション						rgba(230, 84, 128, .4)
open_skirt	open_skirt		開いたスカート	衣服や装飾品	スカートとのインタラクション						rgba(230, 84, 128, .4)
dress_bow	dress_bow		ドレスのリボン	衣服や装飾品	パンツ						rgba(230, 84, 128, .4)
